time,open,high,low,close,volume,market_cap,roc_1d,Dividends,Stock Splits
2019-07-01,0.0172320008277893,0.0174480006098747,0.0152580002322793,0.0170280002057552,1506210,171841746.8178732,,,
2019-07-02,0.0170239992439746,0.0202660001814365,0.0151429995894432,0.0163359995931386,454670,164858272.97278404,-4.063898310165115,,
2019-07-03,0.0163499992340803,0.01651700027287,0.0107330000028014,0.0120630003511905,246653,121736376.9770559,-26.156949977783018,,
2019-07-04,0.0120660001412034,0.015255999751389,0.0111560001969337,0.0136959999799728,216974,138216145.9089378,13.537259232701082,,
2019-07-05,0.0136730000376701,0.0163829997181892,0.0136489998549222,0.0160590000450611,276543,162062872.12510696,17.253213117287068,,
2019-07-06,0.0160600002855062,0.0168210007250309,0.0147829996421933,0.0159549992531538,149214,161013325.6407374,-0.6476168604239163,,
2019-07-07,0.0161240007728338,0.0163669995963573,0.0151180000975728,0.0160659998655319,79601,162133512.32727873,0.69571054574733,,
2019-07-08,0.016067000105977,0.0189599990844726,0.0152099998667836,0.0183809995651245,458570,185495832.4737388,14.409309840461383,,
2019-07-09,0.018385000526905,0.0208999998867511,0.0181889999657869,0.019540000706911,550450,197192143.1597817,6.305430440167958,,
2019-07-10,0.0195369999855756,0.0202140007168054,0.0179999992251396,0.0188289992511272,436951,190016918.1964503,-3.638697185575479,,
2019-07-11,0.0188229996711015,0.018835999071598,0.0163969993591308,0.0169120002537965,419851,170671108.21471956,-10.181098696554136,,
2019-07-12,0.0169300008565187,0.0178919993340969,0.0159089993685483,0.0167919993400573,462486,169460093.040447,-0.7095607375730895,,
2019-07-13,0.0168040003627538,0.0170559994876384,0.015366000123322,0.0159680005162954,432652,161144530.69958758,-4.9070918064905715,,
2019-07-14,0.0161400008946657,0.0161719992756843,0.0134540004655718,0.0145230004563927,173894,146562000.07677963,-9.049348779943179,,
2019-07-15,0.0145180001854896,0.0152049995958805,0.0126740001142025,0.0149379996582865,179291,150750054.27690536,2.857530736433511,,
2019-07-16,0.0149269998073577,0.0178239997476339,0.0144309997558593,0.0150969997048377,486495,152354637.6345125,1.0643998539857868,,
2019-07-17,0.015081999823451,0.0154560003429651,0.0131599996238946,0.0140389995649456,253230,141677600.4031432,-7.00801590102087,,
2019-07-18,0.0140370000153779,0.0156839992851018,0.0136630004271864,0.0155659997835755,1880203,157087653.36238247,10.876844974357812,,
2019-07-19,0.0155659997835755,0.0160239990800619,0.0139950001612305,0.01566700078547,2246619,158106926.817056,0.6488565032685578,,
2019-07-20,0.0156629998236894,0.0184300001710653,0.0155800003558397,0.0178800001740455,2086224,180439888.76470605,14.125226767256539,,
2019-07-21,0.0178800001740455,0.0181489996612072,0.0169019997119903,0.016992999240756,1837179,171488527.00972795,-4.960855283307353,,
2019-07-22,0.0169949997216463,0.0170879997313022,0.0147519996389746,0.0159120000898838,2198415,160579390.28492707,-6.361438234396733,,
2019-07-23,0.0159239992499351,0.0170040000230073,0.0142179997637867,0.0149130001664161,2044636,150497766.4979143,-6.278280026549421,,
2019-07-24,0.0149130001664161,0.0152120003476738,0.0136230001226067,0.0143069997429847,2081964,144382182.16173223,-4.063571492449292,,
2019-07-25,0.0142989996820688,0.014572000131011,0.0137339998036623,0.0138919996097683,1754150,140194118.5629633,-2.900678973031301,,
2019-07-26,0.0138969998806715,0.0143149998039007,0.013234999962151,0.014216000214219,1762171,143463840.73621285,2.332281986409468,,
2019-07-27,0.014216000214219,0.0155899999663233,0.0125479996204376,0.0130629995837807,1602531,131828085.50820522,-8.110583941079685,,
2019-07-28,0.0130629995837807,0.0145650003105402,0.0130240004509687,0.0131820002570748,1806946,133029006.53969803,0.9109750982603915,,
2019-07-29,0.0131649998947978,0.0141629995778203,0.0131620001047849,0.0135009996592998,1646928,136248257.9990489,2.419962039173784,,
2019-07-30,0.0134579995647072,0.0135099999606609,0.012547000311315,0.0130629995837807,1296736,131828085.50820522,-3.2442047742545888,,
2019-07-31,0.0130279995501041,0.0131149999797344,0.0125839998945593,0.0128220003098249,1309389,129395989.21280992,-1.84489995892696,,
